,node2vec,gmvae,Unnamed: 0,label,type
123.0,"[-0.370159, -0.293312, 0.530912, 0.508021, -0.114399, 0.143088, -1.46289, -0.0970784, -0.882004, 2.30031, 2.46449, 2.40904, -0.979644, -1.28041, -5.48091, -1.53328]","[-0.25866812467575073, -1.642284870147705, 0.047075867652893066, -0.2727168798446655, 0.9780042171478271, 0.7889362573623657, 0.6958937644958496, -0.22780299186706543, -0.5035667419433594, -0.40495386719703674, -0.49836400151252747, -0.525645911693573, -0.22637178003787994, 0.44175660610198975, -0.03316248953342438, -0.07276199012994766]",123,Hypertriglyceridemia,Metabolic
124.0,"[-0.33734, -0.191462, 0.448288, 0.498277, -0.0282984, 0.212144, -1.49825, -0.112153, -0.846798, 2.23298, 2.48305, 2.40686, -0.867804, -1.34434, -5.34718, -1.48493]","[-0.16719268262386322, -0.21879518032073975, 0.4350813031196594, -0.9463065266609192, -0.004625722765922546, -0.7399899959564209, 0.21177902817726135, -1.1600282192230225, -0.4466879963874817, -0.1294429898262024, 0.05355372279882431, -0.39166393876075745, -0.1952851116657257, 0.33620959520339966, -0.06326788663864136, 0.5314366221427917]",124,Hypoalphalipoproteinemia,Metabolic
125.0,"[-0.411925, -0.16578, 0.449144, 0.553201, -0.109688, 0.166157, -1.48867, -0.144639, -0.947391, 2.38004, 2.48075, 2.46919, -0.848611, -1.3997, -5.56861, -1.56827]","[-0.810930609703064, 1.056032657623291, 0.4300291836261749, -0.18604297935962677, -0.7409980297088623, -0.9005751609802246, -0.026655785739421844, 0.6512307524681091, 1.2142294645309448, 1.1032830476760864, -0.9324522018432617, -0.296464204788208, 1.0840551853179932, 0.5602210164070129, 0.047387152910232544, -0.5417360067367554]",125,Hypercholesterolemia,Metabolic
126.0,"[-0.44619, -0.156289, 0.394121, 0.516705, -0.110064, 0.160643, -1.44388, -0.121194, -0.908729, 2.21173, 2.32212, 2.35147, -0.796656, -1.27188, -5.23537, -1.48004]","[0.42787981033325195, 1.110087275505066, 0.48470163345336914, -0.4250278174877167, -0.698683500289917, -0.5285035371780396, -0.23425251245498657, 0.44274792075157166, 0.9685404896736145, 0.8385229110717773, 0.40028685331344604, 0.46356046199798584, 1.3965851068496704, 0.1745097041130066, -0.040343642234802246, -0.7235362529754639]",126,Abetalipoproteinemia,Metabolic
127.0,"[-0.451562, -0.138714, 0.39409, 0.494737, -0.0944876, 0.158643, -1.45486, -0.115206, -0.917873, 2.22719, 2.34687, 2.34218, -0.761563, -1.29223, -5.21403, -1.49009]","[0.5905973315238953, 1.0914777517318726, 0.5557402968406677, -0.6095404624938965, -0.6954247355461121, -0.7013974189758301, -0.563566267490387, 0.3126901388168335, 0.8569528460502625, 0.21599268913269043, 0.6415255069732666, 0.17828190326690674, 1.16801917552948, 0.06558528542518616, -0.1336624026298523, -0.6006028652191162]",127,Hypobetalipoproteinemia,Metabolic
128.0,"[-0.588492, -0.437058, 0.18819, 0.503151, -0.294175, 0.379347, -1.24846, 0.225352, -0.958576, 2.09484, 2.02755, 2.0811, -0.905683, -1.21247, -4.95691, -1.36934]","[-0.13110540807247162, -0.2983272671699524, 0.27472788095474243, 0.5200359225273132, -0.8279901146888733, -0.09243114292621613, -0.15648825466632843, 0.8915150165557861, 0.6028041839599609, 0.41227537393569946, -0.16731780767440796, 0.47558754682540894, 0.37246638536453247, 0.66322922706604, -0.03549298644065857, 0.12164510041475296]",128,Hyperlipoproteinemia,Metabolic
129.0,"[-0.552656, -0.411951, 0.116235, 0.495117, -0.293744, 0.411055, -1.16391, 0.193558, -0.879799, 2.07775, 1.96869, 2.00495, -0.888253, -1.20723, -4.89371, -1.2965]","[-0.4772680401802063, 0.0534847155213356, 0.5195298790931702, 0.14102379977703094, -0.30633413791656494, 0.08850421011447906, -0.02478989213705063, 0.1999835968017578, 0.8907920718193054, 0.6440040469169617, 0.03270861506462097, 0.4207037091255188, -0.0435878187417984, -0.23298807442188263, 0.18854808807373047, 0.18571877479553223]",129,Sea-blue histiocyte disease,Hematological
130.0,"[-0.616731, -0.288505, 0.309247, 0.458839, -0.32152, 0.53418, -1.51231, -0.163191, -0.930872, 2.49813, 2.39477, 2.53486, -1.13975, -1.51423, -5.73112, -1.66998]","[-0.13114500045776367, 1.443368911743164, 0.9757592678070068, -0.03761587291955948, 0.2591843605041504, 0.03784099966287613, -0.568355143070221, 0.6606349945068359, 1.4414417743682861, -0.17839668691158295, 0.7425369024276733, 0.5853627324104309, -0.11423332989215851, 0.16443543136119843, -0.43780168890953064, 0.7060357928276062]",130,Schizophrenia,Psychiatric
131.0,"[-0.893387, -0.438254, 0.283688, 0.606892, -0.273675, 0.110357, -0.834407, 0.00463001, -0.663617, 1.68839, 1.59176, 1.89525, -0.612222, -0.898647, -3.82411, -1.37301]","[-1.1804957389831543, -0.44822123646736145, 0.225757896900177, -0.35395729541778564, -0.010836373083293438, -0.6318499445915222, 0.08912837505340576, -1.2435718774795532, 0.19352906942367554, -0.3980865180492401, 0.23769202828407288, -0.4917905926704407, 0.890346348285675, 0.07247377932071686, -0.28536614775657654, 0.4394352436065674]",131,Urolithiasise,Metabolic
132.0,"[-0.360838, -0.332191, 0.0792532, 0.433644, -0.343602, 0.0705666, -0.955746, 0.0591202, -0.683942, 1.4851, 1.36826, 1.36906, -0.366478, -0.707798, -3.75843, -1.00243]","[-0.34511321783065796, -0.09498386085033417, 0.26690393686294556, -0.10134570300579071, -0.7337839007377625, 0.3697386085987091, 0.08694148063659668, 0.3412003815174103, -0.31482788920402527, -0.4091365337371826, -0.6241106986999512, 0.06936788558959961, -0.7533764839172363, 0.6149148941040039, -0.2725110650062561, 0.1255396008491516]",132,Squamous cell carcinoma,Cancer
133.0,"[-0.438749, -0.0768356, 0.118544, 0.337979, -0.186508, -0.0129777, -0.947318, 0.387222, -1.14048, 1.52854, 1.61338, 1.84947, -0.81056, -1.10566, -4.33154, -1.28676]","[-0.2655276656150818, -0.5470592975616455, 0.3789745569229126, -0.1093692034482956, 0.4365535378456116, 0.5212318897247314, -0.5796937346458435, -0.5896966457366943, -1.1357709169387817, 0.7360081076622009, 0.6750832200050354, 0.476439893245697, -0.3799700438976288, -0.2440096139907837, 0.4764094352722168, -0.7681248784065247]",133,Systemic lupus erythematosus,Immunological
134.0,"[-0.6548, -0.185946, 0.449068, 0.303605, -0.359184, 0.396096, -0.753813, 0.181304, -1.00133, 1.91713, 1.85089, 1.48822, -0.86233, -0.792229, -4.3095, -1.12472]","[-0.11563009023666382, 0.6753196716308594, 0.7086280584335327, -0.20742763578891754, 0.18872974812984467, 0.4825347065925598, -0.4686335325241089, -0.5660650730133057, 0.7609694600105286, -1.1264326572418213, -0.008523602038621902, 0.09742431342601776, -0.7194523811340332, 0.1359836608171463, 0.42737817764282227, 0.38002121448516846]",134,Aquaporin-1 deficiency,Unclassified
136.0,"[-0.574691, -0.241761, 0.376797, 0.525018, -0.185271, 0.346333, -1.19336, -0.318261, -0.954245, 1.49936, 1.61349, 1.7596, -0.650133, -1.10626, -4.51894, -1.51781]","[0.35295403003692627, -0.24144895374774933, 0.4267660677433014, 0.4260250926017761, -1.1251606941223145, 0.1626930981874466, 0.22761285305023193, 0.8009324669837952, 0.17152616381645203, -0.8417714834213257, 0.5097196102142334, -0.31174084544181824, -0.1594811975955963, -0.53557288646698, -0.09843769669532776, -1.6095390319824219]",136,Androgen insensitivity,Endocrine
137.0,"[-0.582945, -0.131244, 0.192862, 0.380913, -0.149401, 0.190943, -1.20943, -0.202789, -0.831, 1.73777, 1.65029, 1.85189, -0.83983, -1.07868, -4.86923, -1.73287]","[1.061092734336853, 0.03712579607963562, 0.3570639491081238, -0.20699287950992584, 0.43178486824035645, 0.8642976880073547, -0.9760473966598511, 0.5902483463287354, 0.10754194855690002, -1.0132650136947632, -0.0763113871216774, 0.9636776447296143, -1.4847084283828735, -1.4619418382644653, 0.14597119390964508, -1.84233820438385]",137,Breast cancer,Cancer
138.0,"[-0.522796, -0.248813, 0.277903, 0.529622, -0.217772, 0.33745, -1.11078, -0.406976, -0.950775, 1.60435, 1.55238, 1.81128, -0.632909, -1.16829, -4.57911, -1.52432]","[-0.08664364367723465, -0.577788233757019, 0.8083637952804565, -0.12049390375614166, -1.0601999759674072, -0.027413487434387207, -0.03309738636016846, 0.18550080060958862, -0.4248107075691223, -0.3253493905067444, 0.3488219380378723, 0.22191616892814636, -0.3443038761615753, -0.4347574710845947, -0.04194572567939758, -0.6021206974983215]",138,Perineal hypospadias,Endocrine
139.0,"[-0.588042, -0.338256, 0.352929, 0.482708, -0.208138, 0.318177, -1.10065, -0.285811, -0.904543, 1.66333, 1.70329, 1.7521, -0.69737, -1.11685, -4.71345, -1.65598]","[0.3650786876678467, -0.524071455001831, 0.23510624468326569, -0.7359689474105835, 0.29058271646499634, 0.061620235443115234, -1.1354572772979736, 0.5606113076210022, 0.04655839502811432, -0.3758279085159302, 0.049880824983119965, 0.1310594081878662, -0.9293524622917175, -0.5491021871566772, 0.21943892538547516, -1.3251899480819702]",139,Prostate cancer,Cancer
140.0,"[-0.494306, -0.339198, 0.183424, 0.647345, -0.183654, 0.231804, -1.1468, -0.444585, -1.08423, 1.66565, 1.63765, 1.89582, -0.846017, -1.42077, -4.68179, -1.60113]","[-0.6866087317466736, 1.3107883930206299, 0.9736437797546387, 0.4993336498737335, -0.1185338944196701, 0.33272039890289307, -0.8971288800239563, 0.015523746609687805, 1.9042534828186035, 1.251652479171753, -0.14040479063987732, -0.3741939067840576, -0.21019849181175232, -0.33139657974243164, 0.5066401958465576, -0.6662721633911133]",140,Spinal muscular atrophy,Muscular
146.0,"[-0.688542, 0.0843225, 0.228084, 0.713841, -0.0855456, 0.402744, -1.28927, -0.436584, -1.08115, 2.36662, 2.69294, 2.28085, -1.56607, -1.21593, -6.04459, -1.84832]","[-0.37629812955856323, -0.07301177084445953, 0.5101598501205444, -0.5638001561164856, -0.004143700003623962, -1.181321144104004, 0.12118443846702576, -0.552590012550354, -0.5020265579223633, -0.41154757142066956, 0.7192019820213318, 0.41486331820487976, 0.07194928079843521, 0.07396654784679413, 0.599457859992981, -0.2194197028875351]",146,Ichthyosis,Dermatological
147.0,"[-0.393345, 0.161156, 0.133503, 0.518017, -0.0106336, 0.313857, -0.852245, -0.301766, -0.685975, 1.58458, 1.81597, 1.57685, -1.00644, -0.767019, -3.97097, -1.29285]","[-0.9584130644798279, -0.44879865646362305, -0.049416959285736084, -0.40444624423980713, 0.16743388772010803, -0.18382081389427185, -0.18434403836727142, 0.39627164602279663, -0.9262905716896057, -0.861720860004425, -0.21677829325199127, -1.2433640956878662, -0.441742479801178, 0.46732401847839355, 0.28484705090522766, -0.008798971772193909]",147,Placental steroid sulfatase deciency,Metabolic
154.0,"[-0.464468, -0.235413, 0.228435, 0.50701, -0.191908, 0.0326122, -1.11598, -0.110897, -0.880643, 1.48962, 1.63551, 1.71548, -0.70808, -1.00166, -4.19498, -1.6394]","[0.07556313276290894, -0.4156046509742737, 0.4580655097961426, -0.1844075620174408, 0.4820149838924408, 0.5059465765953064, -0.5872847437858582, 0.5676950216293335, -0.12918168306350708, -1.1394782066345215, -0.39844846725463867, 0.7222108840942383, -0.5022486448287964, 0.31897681951522827, -0.08097219467163086, -1.5116801261901855]",154,Ataxia-telangiectasia,Immunological
155.0,"[-0.539193, -0.188991, 0.201373, 0.507029, -0.223912, 0.0454056, -1.16514, -0.0577021, -1.07405, 1.76153, 1.80703, 1.75897, -0.84542, -1.02169, -4.73974, -1.8145]","[0.6043850779533386, 0.5645313858985901, 0.5256901979446411, 0.28804531693458557, -0.3191317319869995, 0.25032898783683777, 0.6437978744506836, 0.06595577299594879, -0.2445063441991806, -0.9850389957427979, -0.24690642952919006, 1.0932286977767944, -0.39237433671951294, -0.6508538722991943, -0.303703248500824, -0.8136115074157715]",155,Lymphoma,Cancer
156.0,"[-0.534563, -0.20048, 0.28201, 0.485038, -0.197197, 0.0338861, -1.17436, -0.123579, -0.931764, 1.60009, 1.74717, 1.80242, -0.699539, -1.02303, -4.3751, -1.71071]","[-0.22532814741134644, 0.386685848236084, 0.334828644990921, 0.2905973494052887, 0.4439672827720642, -0.4683256149291992, 0.4640011787414551, 0.8423386812210083, -0.19843578338623047, -0.7638605833053589, -0.2773982584476471, 1.0525922775268555, -0.29913121461868286, -0.2343127727508545, 0.03879988193511963, -0.9392313361167908]",156,T-cell lymphoblastic leukemia,Cancer
157.0,"[-0.410383, -0.344827, 0.288764, 0.428501, -0.199878, 0.237637, -0.599092, -0.205806, -0.930248, 1.91268, 1.68154, 1.68715, -0.748494, -1.12352, -3.96702, -1.38025]","[-0.27799612283706665, 0.7209264636039734, 0.609234094619751, 0.0703926831483841, 0.2853015065193176, -0.1204606145620346, -0.9033163189888, -0.744807243347168, -0.3656286597251892, 0.6333107948303223, -0.9681323170661926, 0.2874848544597626, 0.7627499103546143, -0.6189072728157043, 1.0421485900878906, -0.31496328115463257]",157,Alternating hemiplegia of childhood,Neurological
158.0,"[-0.563081, -0.390124, 0.395711, 0.556621, -0.347279, 0.362053, -0.797151, -0.136219, -1.29118, 2.55684, 2.34634, 2.16092, -1.18156, -1.43315, -5.42981, -1.78124]","[-1.6953208446502686, 0.3412352204322815, 0.2618686556816101, -0.1947547048330307, 0.19855526089668274, 0.48723268508911133, -0.1436547338962555, -0.5638996362686157, -0.36556726694107056, 0.9379457235336304, -0.9002125263214111, 0.6815391778945923, -0.1616497039794922, -0.4787871241569519, 0.03793855011463165, 0.1370428204536438]",158,Migraine,Neurological
164.0,"[-0.82858, -0.255281, 0.498268, 0.377597, -0.402233, 0.419235, -1.03753, 0.229503, -1.23393, 2.46886, 2.43896, 2.02772, -1.13113, -1.07354, -5.59414, -1.50154]","[0.9624496698379517, 0.6164020299911499, -0.7120920419692993, -0.053075626492500305, -0.21694445610046387, 0.8339115977287292, -0.07985144853591919, -1.1671972274780273, 0.7062411308288574, -0.6660641431808472, 0.9397863149642944, -0.572009265422821, 1.0803645849227905, 0.7904906868934631, 0.22552692890167236, 0.9197324514389038]",164,Renal tubular acidosis,Renal
165.0,"[-0.865011, -0.665647, 0.284377, 0.541122, -0.50436, -0.226122, -1.66747, 0.0584902, -0.906071, 2.1632, 2.29191, 2.55529, -1.48033, -1.64436, -6.06523, -1.85868]","[0.6510998606681824, -0.1291651427745819, 0.0780133605003357, 0.946915328502655, -1.1940199136734009, -0.2974597215652466, -0.3761579990386963, 0.015940982848405838, -0.6786858439445496, 0.23086372017860413, -0.13520556688308716, -0.4879888594150543, -1.7127348184585571, 0.517021656036377, 0.7826745510101318, -1.3764278888702393]",165,Cutis laxa,Connective tissue disorder
166.0,"[-0.846391, -0.548206, 0.233051, 0.482676, -0.501434, -0.240783, -1.55643, 0.0545933, -0.862634, 1.9073, 1.9564, 2.27809, -1.21211, -1.47039, -5.24589, -1.68628]","[0.11403518915176392, 0.5933507084846497, 0.1866651475429535, 0.4713068902492523, -0.04970940947532654, 0.21856936812400818, 0.6235119104385376, 0.09456656873226166, -0.4933939576148987, -0.07681110501289368, -0.23505669832229614, 0.446521133184433, 0.015411537140607834, -0.6344319581985474, 0.8273932337760925, -0.4365285038948059]",166,Menkes disease,Neurological
167.0,"[-0.837753, -0.588382, 0.246986, 0.462382, -0.516293, -0.227509, -1.5529, 0.0589571, -0.817387, 1.90735, 1.95018, 2.29468, -1.23374, -1.46537, -5.28941, -1.65662]","[-0.5629892349243164, 0.516690731048584, 0.18111546337604523, 0.1699494570493698, -0.7296614646911621, 0.2757877707481384, -0.13486042618751526, 0.06261200457811356, -0.3770599067211151, -0.2191019058227539, -0.20588500797748566, -0.015087902545928955, 0.012420054525136948, -0.5881450176239014, 0.6658944487571716, -0.4485923945903778]",167,Occipital horn syndrome,Multiple
177.0,"[-0.401021, -0.359666, 0.0448523, 0.374043, -0.286911, 0.315302, -0.920029, 0.150519, -0.869531, 1.59329, 1.52898, 1.72777, -0.586373, -0.778484, -4.1213, -1.0456]","[-1.4597636461257935, -1.4613901376724243, 0.5791431665420532, 0.7420132756233215, 0.03503010794520378, 0.19604170322418213, -1.216768741607666, 1.2723332643508911, 0.21559041738510132, -0.2197135090827942, 0.47639521956443787, -2.3474721908569336, -0.44835153222084045, -0.44455569982528687, -0.2670379877090454, 1.5684844255447388]",177,Hypercholanemia,Gastrointestinal
180.0,"[-0.433183, -0.421217, 0.164594, 0.605644, -0.0706, 0.13905, -0.615468, -0.144954, -1.28159, 1.47434, 1.95927, 2.05829, -0.566993, -0.548628, -4.24155, -1.51016]","[-0.8656454682350159, -0.5914885997772217, 0.7588397264480591, -0.476857990026474, -0.3751450181007385, -0.8002639412879944, 0.3111574053764343, -0.8134076595306396, 0.5805374383926392, 0.6165106296539307, 0.030806589871644974, -0.1762363165616989, 0.471125066280365, 0.8581648468971252, -0.2586183547973633, -0.7080107927322388]",180,Maple syrup urine disease,Metabolic
181.0,"[-0.635599, 0.271224, 0.162944, 0.456767, -0.250252, -0.08487, -1.29425, 0.36461, -1.01633, 1.84833, 1.93344, 1.72805, -1.11645, -0.888823, -4.77126, -1.5501]","[0.8024899363517761, -0.5861046314239502, 0.22631953656673431, -0.3286706209182739, 0.39089709520339966, 0.29417386651039124, -0.030708640813827515, -0.7414259910583496, -0.06413343548774719, -0.2567189335823059, -0.601406991481781, -0.45048168301582336, 0.22917981445789337, -0.25749462842941284, 0.04453514143824577, -0.5927523970603943]",181,von Hippel-Lindau syndrome,Cancer
184.0,"[-0.460323, -0.473214, 0.177465, 0.682198, -0.0984297, 0.189682, -0.790225, -0.215215, -1.45565, 1.67347, 2.24919, 2.35056, -0.594639, -0.691058, -4.80103, -1.73966]","[-0.11622241139411926, 0.987968921661377, -0.11790883541107178, 0.6511416435241699, 0.7419577240943909, 0.3052353858947754, -0.24627149105072021, 0.60871821641922, 1.540112018585205, 0.4584587514400482, -0.1317131370306015, -0.9931135177612305, -0.9394254684448242, 0.09741842746734619, 0.190643772482872, 0.06586945801973343]",184,GRACILE syndrome,Metabolic
185.0,"[-0.603554, -0.54846, 0.134733, 0.817471, -0.109809, 0.214116, -0.906545, -0.329402, -1.6907, 2.13011, 2.79215, 2.87131, -0.960827, -0.937413, -6.18497, -2.08294]","[-0.809435248374939, 1.0976823568344116, -0.11867424845695496, -0.27500125765800476, -0.5270527601242065, -0.02037757635116577, 0.16996023058891296, -0.4395073652267456, 1.589786410331726, 0.6798933744430542, -0.41316622495651245, -0.6376354098320007, -0.6005925536155701, 0.4377676546573639, 0.514603316783905, -0.12283527851104736]",185,Leigh syndrome,Neurological
186.0,"[-0.605561, -0.518642, 0.136517, 0.824642, -0.132023, 0.205745, -0.915662, -0.247391, -1.65298, 2.02502, 2.71239, 2.72675, -0.885146, -0.899468, -5.89843, -2.03223]","[-1.5671353340148926, 0.09666848182678223, -0.7029901742935181, 1.3910659551620483, -0.6080094575881958, -0.11417684704065323, -0.5640705823898315, -1.1388883590698242, -0.47495919466018677, -0.64046710729599, -0.53907710313797, -0.993554949760437, -1.9695872068405151, 1.3190815448760986, -0.5475335121154785, 0.890289306640625]",186,Mitochondrial complex deciency,Multiple
187.0,"[-0.826779, -0.435316, 0.2715, 0.288025, -0.624296, 0.644868, -1.61503, -0.204906, -1.2211, 2.50779, 2.45377, 2.82831, -1.2711, -1.27361, -6.18152, -1.82131]","[-0.2640412449836731, 0.7932068705558777, -0.7961752414703369, 0.03012857213616371, 1.4615144729614258, 1.2577670812606812, 0.7785442471504211, -1.0213329792022705, 1.423736572265625, 0.035137880593538284, 2.092811107635498, 0.25736916065216064, 0.47870057821273804, -0.37519049644470215, 0.4732109606266022, 0.7574135065078735]",187,Central hypoventilation syndrome,Respiratory
